Wall time,Step,Value
1535328743.3949046,0,0.010312500409781933
1535328744.0732517,1,0.0071875001303851604
1535328744.6454885,2,0.0071875001303851604
1535328745.2028546,3,0.009999999776482582
1535328745.776886,4,0.009999999776482582
1535328746.3514962,5,0.009062499739229679
1535328746.9369345,6,0.018437499180436134
1535328747.4977596,7,0.008124999701976776
1535328748.0823348,8,0.013124999590218067
1535328748.6464574,9,0.010312500409781933
1535328749.211826,10,0.014687499962747097
1535328749.7776737,11,0.013124999590218067
1535328750.3344235,12,0.011250000447034836
1535328750.9088202,13,0.008750000037252903
1535328751.48262,14,0.008750000037252903
1535328752.053971,15,0.007499999832361937
1535328752.7278113,16,0.008750000037252903
1535328753.3692334,17,0.0062500000931322575
1535328753.9368625,18,0.0043750000186264515
1535328754.5177503,19,0.0034374999813735485
1535328755.0852766,20,0.0034374999813735485
1535328755.667898,21,0.0018749999580904841
1535328756.2425878,22,0.0043750000186264515
1535328756.8157144,23,0.0024999999441206455
1535328757.398511,24,0.004062499850988388
1535328757.9725404,25,0.0031250000465661287
1535328758.5369065,26,0.0021875000093132257
1535328759.0976424,27,0.0018749999580904841
1535328759.6669633,28,0.0021875000093132257
1535328760.242055,29,0.0018749999580904841
1535328760.808832,30,0.0015625000232830644
1535328761.374511,31,0.0021875000093132257
1535328762.0073738,32,0.0018749999580904841
1535328762.6632318,33,0.002812500111758709
1535328763.2438214,34,0.0024999999441206455
1535328763.8146634,35,0.0024999999441206455
1535328764.3767302,36,0.0009374999790452421
1535328764.9539456,37,0.0024999999441206455
1535328765.5290682,38,0.0031250000465661287
1535328766.0986674,39,0.0031250000465661287
1535328766.670496,40,0.0037499999161809683
1535328767.2371833,41,0.0024999999441206455
1535328767.8054738,42,0.0034374999813735485
1535328768.3655145,43,0.004062499850988388
1535328768.9172559,44,0.0021875000093132257
1535328769.4757915,45,0.0018749999580904841
1535328770.0578156,46,0.004999999888241291
1535328770.702057,47,0.0053125000558793545
1535328771.2711732,48,0.0062500000931322575
1535328771.8453453,49,0.005625000223517418
1535328772.5119586,50,0.008124999701976776
1535328773.0903084,51,0.0043750000186264515
1535328773.6495109,52,0.004999999888241291
1535328774.229824,53,0.006874999962747097
1535328774.8120363,54,0.004062499850988388
1535328775.3841057,55,0.005625000223517418
1535328775.973412,56,0.0071875001303851604
1535328776.540474,57,0.0043750000186264515
1535328777.0832858,58,0.008124999701976776
1535328777.6519053,59,0.008124999701976776
1535328778.2318404,60,0.008750000037252903
1535328778.7974586,61,0.005937499925494194
1535328779.4236915,62,0.007499999832361937
1535328779.9870474,63,0.006874999962747097
1535328780.5551295,64,0.0071875001303851604
1535328781.127981,65,0.008437500335276127
1535328781.697442,66,0.0071875001303851604
1535328782.3732557,67,0.009687500074505806
1535328782.9414818,68,0.008437500335276127
1535328783.5164797,69,0.00937500037252903
1535328784.078731,70,0.010312500409781933
1535328784.6473868,71,0.0062500000931322575
1535328785.221008,72,0.0078125
1535328785.8064427,73,0.008124999701976776
1535328786.378214,74,0.011250000447034836
1535328786.9503033,75,0.008124999701976776
1535328787.5194867,76,0.008437500335276127
1535328788.1588738,77,0.009687500074505806
1535328788.7407014,78,0.009062499739229679
1535328789.32304,79,0.008124999701976776
1535328789.9024062,80,0.008124999701976776
1535328790.4640808,81,0.006562499795109034
1535328791.0237112,82,0.0071875001303851604
1535328791.6016114,83,0.008437500335276127
1535328792.259746,84,0.0062500000931322575
1535328792.8296564,85,0.008437500335276127
1535328793.395713,86,0.009687500074505806
1535328793.9530602,87,0.011250000447034836
1535328794.5206692,88,0.007499999832361937
1535328795.0987995,89,0.009062499739229679
1535328795.6879346,90,0.009999999776482582
1535328796.2758913,91,0.008437500335276127
1535328796.9110734,92,0.010937499813735485
1535328797.4910827,93,0.009062499739229679
1535328798.0817983,94,0.009687500074505806
1535328798.6519938,95,0.006874999962747097
1535328799.218404,96,0.0071875001303851604
1535328799.7878146,97,0.0078125
1535328800.3592172,98,0.008750000037252903
1535328800.9241917,99,0.0078125
1535328801.4988616,100,0.010625000111758709
1535328802.161235,101,0.0078125
1535328802.714085,102,0.009062499739229679
1535328803.2800052,103,0.008124999701976776
1535328803.8667674,104,0.0071875001303851604
1535328804.439608,105,0.0071875001303851604
1535328805.0021842,106,0.008750000037252903
1535328805.6418436,107,0.008124999701976776
1535328806.20849,108,0.0071875001303851604
1535328806.7700942,109,0.006874999962747097
1535328807.3264933,110,0.006562499795109034
1535328807.8937318,111,0.008124999701976776
1535328808.4710653,112,0.006562499795109034
1535328809.0425982,113,0.009062499739229679
1535328809.610645,114,0.0078125
1535328810.1955454,115,0.0062500000931322575
1535328810.7687693,116,0.0078125
1535328811.4423745,117,0.008437500335276127
