Wall time,Step,Value
1542330718.800877,0,0.1444375067949295
1542330722.067177,1,0.3388749957084656
1542330724.832577,2,0.4739375114440918
1542330727.596545,3,0.5596250295639038
1542330730.227375,4,0.6151250004768372
1542330732.889381,5,0.6619374752044678
1542330735.939673,6,0.6846250295639038
1542330738.65169,7,0.7035624980926514
1542330741.323468,8,0.7203750014305115
1542330744.715562,9,0.734375
1542330747.467389,10,0.7463124990463257
1542330750.343643,11,0.7541875243186951
1542330753.518031,12,0.7606250047683716
1542330756.302618,13,0.7671250104904175
1542330759.775905,14,0.7742499709129333
1542330762.452866,15,0.7769374847412109
1542330765.734283,16,0.7837499976158142
1542330768.554377,17,0.7889999747276306
1542330771.420647,18,0.7928749918937683
1542330774.611262,19,0.7910000085830688
1542330777.362542,20,0.7964375019073486
1542330780.987179,21,0.7957500219345093
1542330783.667877,22,0.8082500100135803
1542330786.689485,23,0.8065000176429749
1542330790.031145,24,0.8123124837875366
1542330792.729629,25,0.8063750267028809
1542330796.238464,26,0.8125
1542330798.951007,27,0.8140624761581421
1542330802.019346,28,0.8142499923706055
1542330804.673259,29,0.8181250095367432
1542330807.440532,30,0.8186249732971191
1542330810.957086,31,0.8199999928474426
1542330813.534075,32,0.823562502861023
1542330816.445907,33,0.8241249918937683
1542330819.620157,34,0.8253750205039978
1542330822.295811,35,0.8226875066757202
1542330825.763344,36,0.8343750238418579
1542330828.553568,37,0.828125
1542330831.513889,38,0.8268125057220459
1542330834.631792,39,0.831125020980835
1542330837.301792,40,0.8291875123977661
1542330841.115962,41,0.8301249742507935
1542330843.735842,42,0.8323125243186951
1542330847.019336,43,0.8331875205039978
1542330849.90843,44,0.8328750133514404
1542330852.74514,45,0.8335624933242798
1542330856.004615,46,0.8381875157356262
1542330858.653379,47,0.8353750109672546
1542330862.722917,48,0.8333125114440918
1542330865.323661,49,0.8351874947547913
1542330869.118914,50,0.836312472820282
1542330871.921416,51,0.840624988079071
1542330874.762546,52,0.8420624732971191
1542330878.258828,53,0.8378750085830688
1542330881.052128,54,0.8381249904632568
1542330884.721508,55,0.840749979019165
1542330887.238404,56,0.8421875238418579
1542330890.254044,57,0.8354374766349792
1542330893.506617,58,0.8466249704360962
1542330896.255979,59,0.8403750061988831
1542330899.979267,60,0.8417500257492065
1542330902.80255,61,0.8425624966621399
1542330906.227645,62,0.8428124785423279
1542330909.026739,63,0.8411250114440918
1542330911.732902,64,0.8447499871253967
1542330915.406016,65,0.8446249961853027
1542330918.042297,66,0.8430625200271606
1542330921.769163,67,0.8419374823570251
1542330924.327472,68,0.8423125147819519
1542330927.620814,69,0.8446249961853027
1542330930.577835,70,0.846750020980835
1542330933.334129,71,0.8411250114440918
1542330936.934979,72,0.8473749756813049
1542330939.581298,73,0.8450000286102295
1542330943.116845,74,0.8503124713897705
1542330945.872051,75,0.84375
1542330948.700525,76,0.8450624942779541
1542330951.709424,77,0.8502500057220459
1542330954.546575,78,0.8478124737739563
1542330957.749932,79,0.8493750095367432
1542330960.47887,80,0.8478749990463257
1542330963.230112,81,0.8440625071525574
1542330966.811109,82,0.8468124866485596
1542330969.482616,83,0.8460000157356262
1542330972.709533,84,0.8528125286102295
1542330975.748421,85,0.8494374752044678
1542330978.557,86,0.8488749861717224
1542330981.751437,87,0.8458750247955322
1542330984.412952,88,0.8522499799728394
1542330987.87055,89,0.8523749709129333
1542330990.604375,90,0.8458124995231628
1542330993.97367,91,0.8498749732971191
1542330996.754048,92,0.8500000238418579
1542330999.749822,93,0.8510000109672546
1542331002.25255,94,0.8496249914169312
1542331004.963128,95,0.8493124842643738
1542331008.528996,96,0.8500000238418579
1542331011.220017,97,0.8500624895095825
1542331014.661118,98,0.8535000085830688
1542331017.359761,99,0.8514999747276306
1542331020.030865,100,0.8496249914169312
1542331023.331188,101,0.8543750047683716
1542331026.060969,102,0.8513749837875366
1542331029.861674,103,0.8535000085830688
1542331032.477799,104,0.8518750071525574
1542331035.227697,105,0.8543750047683716
1542331039.00087,106,0.8510000109672546
1542331041.71822,107,0.8477500081062317
1542331044.581379,108,0.8538749814033508
1542331047.702261,109,0.8557500243186951
1542331050.348765,110,0.8535000085830688
1542331053.628434,111,0.8571875095367432
1542331056.290514,112,0.8468124866485596
1542331059.377632,113,0.8524374961853027
1542331062.087884,114,0.8525000214576721
1542331065.184189,115,0.8576874732971191
1542331068.190395,116,0.8539375066757202
1542331070.882968,117,0.8468124866485596
1542331074.439605,118,0.8571875095367432
1542331077.083872,119,0.8569375276565552
1542331080.403668,120,0.8553125262260437
1542331083.240175,121,0.8556249737739563
1542331085.92442,122,0.8523125052452087
1542331089.616929,123,0.8529375195503235
1542331092.406239,124,0.8547499775886536
1542331095.423412,125,0.8558750152587891
1542331098.103656,126,0.8573750257492065
1542331100.768087,127,0.8504375219345093
1542331104.038579,128,0.8552500009536743
1542331106.708457,129,0.8569375276565552
1542331110.316029,130,0.8579999804496765
1542331112.866335,131,0.8554999828338623
1542331116.075454,132,0.8603125214576721
1542331119.430513,133,0.8536875247955322
1542331122.140084,134,0.8564375042915344
1542331125.778377,135,0.8576874732971191
1542331128.435069,136,0.8535624742507935
1542331131.986662,137,0.8575000166893005
1542331134.699572,138,0.8576250076293945
1542331138.018103,139,0.859250009059906
1542331140.988791,140,0.8554999828338623
1542331143.978672,141,0.8552500009536743
1542331147.601282,142,0.8603125214576721
1542331150.309286,143,0.8566874861717224
1542331153.925083,144,0.8579375147819519
1542331156.678323,145,0.8571875095367432
1542331159.904935,146,0.8602499961853027
1542331163.106104,147,0.8602499961853027
1542331166.075445,148,0.8586875200271606
1542331169.734042,149,0.8585000038146973
1542331172.480643,150,0.8536875247955322
1542331176.544188,151,0.8551874756813049
1542331179.071964,152,0.859749972820282
1542331182.031541,153,0.8599374890327454
1542331185.159441,154,0.8618749976158142
1542331187.828795,155,0.8616250157356262
1542331191.374686,156,0.8571875095367432
1542331194.139109,157,0.8580625057220459
1542331197.175206,158,0.8623124957084656
1542331200.261747,159,0.8574374914169312
1542331203.019245,160,0.8582500219345093
1542331206.641327,161,0.856249988079071
1542331209.319505,162,0.8633750081062317
1542331212.905729,163,0.8588749766349792
1542331215.628998,164,0.859250009059906
1542331218.652027,165,0.8586875200271606
1542331221.820486,166,0.8636249899864197
1542331224.452463,167,0.8608124852180481
1542331227.970318,168,0.8618124723434448
1542331230.515138,169,0.8565624952316284
1542331233.470225,170,0.8612499833106995
1542331236.810665,171,0.8633124828338623
1542331239.52184,172,0.8583750128746033
1542331242.887419,173,0.8633750081062317
1542331245.638533,174,0.8606250286102295
1542331249.06188,175,0.8654375076293945
1542331251.719866,176,0.8582500219345093
1542331254.481092,177,0.8625624775886536
1542331257.705356,178,0.8659374713897705
1542331260.350772,179,0.8584374785423279
1542331263.413986,180,0.8653125166893005
1542331266.298142,181,0.8583750128746033
1542331268.962325,182,0.864062488079071
1542331272.349213,183,0.8601874709129333
1542331275.03084,184,0.8623124957084656
1542331278.197685,185,0.8613749742507935
1542331281.018615,186,0.8608750104904175
1542331283.710558,187,0.8650624752044678
1542331287.115879,188,0.8636249899864197
1542331289.848298,189,0.8635625243186951
1542331293.586854,190,0.8626875281333923
1542331296.129083,191,0.8651875257492065
1542331299.855717,192,0.8648124933242798
1542331302.577876,193,0.8638749718666077
1542331305.692601,194,0.8634374737739563
1542331309.133388,195,0.8610625267028809
1542331311.794332,196,0.8611875176429749
1542331315.680732,197,0.8657500147819519
1542331318.357667,198,0.8653749823570251
1542331321.659576,199,0.8629999756813049
1542331324.517026,200,0.8652499914169312
1542331327.459356,201,0.8617500066757202
1542331330.805861,202,0.8637499809265137
1542331333.515283,203,0.8640000224113464
1542331337.361989,204,0.8646249771118164
1542331340.025344,205,0.8705624938011169
1542331343.707513,206,0.8681874871253967
1542331346.365972,207,0.8638749718666077
1542331349.220092,208,0.8635625243186951
1542331352.846411,209,0.8654999732971191
1542331355.510647,210,0.8661249876022339
1542331359.342157,211,0.8664374947547913
1542331362.052532,212,0.8661875128746033
1542331365.578209,213,0.8628125190734863
1542331368.331051,214,0.8649374842643738
1542331371.384295,215,0.8680624961853027
1542331374.772833,216,0.8656874895095825
1542331377.463381,217,0.8693125247955322
1542331380.979751,218,0.8651875257492065
1542331383.783961,219,0.864187479019165
1542331387.475524,220,0.866812527179718
1542331390.187821,221,0.8716250061988831
1542331393.007243,222,0.8649374842643738
1542331396.650221,223,0.8658750057220459
1542331399.350512,224,0.8686875104904175
1542331402.752703,225,0.8681874871253967
1542331405.506957,226,0.8700000047683716
1542331408.573884,227,0.8681250214576721
1542331411.65595,228,0.8688125014305115
1542331414.474555,229,0.8646875023841858
1542331417.981816,230,0.8683750033378601
1542331420.652968,231,0.8705000281333923
1542331424.090839,232,0.8660625219345093
1542331427.031271,233,0.870187520980835
1542331429.869724,234,0.8716250061988831
1542331433.215146,235,0.8665624856948853
1542331435.977715,236,0.8693749904632568
1542331439.658055,237,0.8716250061988831
1542331442.317522,238,0.8697500228881836
1542331445.706347,239,0.8693749904632568
1542331448.64237,240,0.8725625276565552
1542331451.320222,241,0.8679375052452087
1542331454.555731,242,0.8725000023841858
1542331457.316609,243,0.8648124933242798
1542331460.423545,244,0.8709375262260437
1542331463.120007,245,0.8708750009536743
1542331465.748313,246,0.8711875081062317
1542331469.332153,247,0.8733124732971191
1542331472.028953,248,0.8692499995231628
1542331475.474864,249,0.8691250085830688
1542331478.295342,250,0.8661249876022339
1542331481.743542,251,0.8759375214576721
1542331484.294512,252,0.8730000257492065
1542331487.16323,253,0.8691874742507935
1542331490.320963,254,0.8756874799728394
1542331493.004407,255,0.8740000128746033
1542331496.499122,256,0.8684999942779541
1542331499.114971,257,0.8659374713897705
1542331502.320184,258,0.8709999918937683
1542331505.288204,259,0.8719375133514404
1542331508.086887,260,0.8736875057220459
1542331511.326636,261,0.874625027179718
1542331513.958384,262,0.8743749856948853
1542331517.211478,263,0.871874988079071
1542331520.215641,264,0.8759375214576721
1542331522.872394,265,0.8728125095367432
1542331526.066883,266,0.8730624914169312
1542331529.064183,267,0.8682500123977661
1542331532.191536,268,0.8750625252723694
1542331534.726608,269,0.8755000233650208
1542331537.39173,270,0.8765624761581421
1542331541.114061,271,0.8723124861717224
1542331543.950548,272,0.8758124709129333
